dataset,source_type,location_id,stock,region,species_id,species,year,file_path,raw_url,annual_count
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2018,1101/450/2018-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2018-pilot-station-chum.json,2541352
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2019,1101/450/2019-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2019-pilot-station-chum.json,2244966
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2020,1101/450/2020-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2020-pilot-station-chum.json,952665
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2021,1101/450/2021-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2021-pilot-station-chum.json,299915
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2022,1101/450/2022-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2022-pilot-station-chum.json,789522
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2023,1101/450/2023-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2023-pilot-station-chum.json,1216003
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2024,1101/450/2024-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2024-pilot-station-chum.json,1004924
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,450,Chum,2025,1101/450/2025-pilot-station-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/450/2025-pilot-station-chum.json,690955
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,1995,1101/430/1995-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/1995-pilot-station-coho.json,112380
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,1997,1101/430/1997-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/1997-pilot-station-coho.json,118065
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,1998,1101/430/1998-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/1998-pilot-station-coho.json,146365
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,1999,1101/430/1999-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/1999-pilot-station-coho.json,76174
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2000,1101/430/2000-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2000-pilot-station-coho.json,206365
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2001,1101/430/2001-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2001-pilot-station-coho.json,160272
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2002,1101/430/2002-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2002-pilot-station-coho.json,137077
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2003,1101/430/2003-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2003-pilot-station-coho.json,280552
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2004,1101/430/2004-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2004-pilot-station-coho.json,207844
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2005,1101/430/2005-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2005-pilot-station-coho.json,194372
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2006,1101/430/2006-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2006-pilot-station-coho.json,163889
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2007,1101/430/2007-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2007-pilot-station-coho.json,192406
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2008,1101/430/2008-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2008-pilot-station-coho.json,145378
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2009,1101/430/2009-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2009-pilot-station-coho.json,240779
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2010,1101/430/2010-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2010-pilot-station-coho.json,177724
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2011,1101/430/2011-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2011-pilot-station-coho.json,143602
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2012,1101/430/2012-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2012-pilot-station-coho.json,130734
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2013,1101/430/2013-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2013-pilot-station-coho.json,110515
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2014,1101/430/2014-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2014-pilot-station-coho.json,283319
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2015,1101/430/2015-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2015-pilot-station-coho.json,121193
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2016,1101/430/2016-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2016-pilot-station-coho.json,168297
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2017,1101/430/2017-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2017-pilot-station-coho.json,165793
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2018,1101/430/2018-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2018-pilot-station-coho.json,136347
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2019,1101/430/2019-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2019-pilot-station-coho.json,86401
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2020,1101/430/2020-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2020-pilot-station-coho.json,NA
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2021,1101/430/2021-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2021-pilot-station-coho.json,37255
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2022,1101/430/2022-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2022-pilot-station-coho.json,92102
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2023,1101/430/2023-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2023-pilot-station-coho.json,49697
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2024,1101/430/2024-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2024-pilot-station-coho.json,77416
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,430,Coho,2025,1101/430/2025-pilot-station-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/430/2025-pilot-station-coho.json,196666
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,1995,1101/440/1995-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/1995-pilot-station-pink.json,53165
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,1997,1101/440/1997-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/1997-pilot-station-pink.json,3872
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,1998,1101/440/1998-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/1998-pilot-station-pink.json,103416
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,1999,1101/440/1999-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/1999-pilot-station-pink.json,3947
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2000,1101/440/2000-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2000-pilot-station-pink.json,61389
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2001,1101/440/2001-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2001-pilot-station-pink.json,2846
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2002,1101/440/2002-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2002-pilot-station-pink.json,123440
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2003,1101/440/2003-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2003-pilot-station-pink.json,11370
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2004,1101/440/2004-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2004-pilot-station-pink.json,399339
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2005,1101/440/2005-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2005-pilot-station-pink.json,60006
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2006,1101/440/2006-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2006-pilot-station-pink.json,183006
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2007,1101/440/2007-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2007-pilot-station-pink.json,126282
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2008,1101/440/2008-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2008-pilot-station-pink.json,580127
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2009,1101/440/2009-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2009-pilot-station-pink.json,34529
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2010,1101/440/2010-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2010-pilot-station-pink.json,918982
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2011,1101/440/2011-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2011-pilot-station-pink.json,9754
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2012,1101/440/2012-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2012-pilot-station-pink.json,420344
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2013,1101/440/2013-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2013-pilot-station-pink.json,6126
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2014,1101/440/2014-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2014-pilot-station-pink.json,679126
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2015,1101/440/2015-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2015-pilot-station-pink.json,39690
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2016,1101/440/2016-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2016-pilot-station-pink.json,1364849
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2017,1101/440/2017-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2017-pilot-station-pink.json,166529
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2018,1101/440/2018-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2018-pilot-station-pink.json,689607
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2019,1101/440/2019-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2019-pilot-station-pink.json,42353
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2020,1101/440/2020-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2020-pilot-station-pink.json,207942
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2021,1101/440/2021-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2021-pilot-station-pink.json,22181
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2022,1101/440/2022-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2022-pilot-station-pink.json,158767
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2023,1101/440/2023-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2023-pilot-station-pink.json,9735
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2024,1101/440/2024-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2024-pilot-station-pink.json,127372
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,440,Pink,2025,1101/440/2025-pilot-station-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/440/2025-pilot-station-pink.json,6612815
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,420,Sockeye,2022,1101/420/2022-pilot-station-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/420/2022-pilot-station-sockeye.json,4040
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,420,Sockeye,2023,1101/420/2023-pilot-station-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/420/2023-pilot-station-sockeye.json,5857
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,420,Sockeye,2024,1101/420/2024-pilot-station-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/420/2024-pilot-station-sockeye.json,6602
adfg-commercial,escapement_monitoring,1101,Pilot Station,NA,420,Sockeye,2025,1101/420/2025-pilot-station-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1101/420/2025-pilot-station-sockeye.json,5315
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1986,1102/410/1986-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1986-andreafsky-river-east-fork-chinook.json,1530
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1987,1102/410/1987-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1987-andreafsky-river-east-fork-chinook.json,1923
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1988,1102/410/1988-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1988-andreafsky-river-east-fork-chinook.json,1238
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1994,1102/410/1994-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1994-andreafsky-river-east-fork-chinook.json,7790
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1995,1102/410/1995-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1995-andreafsky-river-east-fork-chinook.json,5839
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1996,1102/410/1996-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1996-andreafsky-river-east-fork-chinook.json,2813
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1997,1102/410/1997-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1997-andreafsky-river-east-fork-chinook.json,3097
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1998,1102/410/1998-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1998-andreafsky-river-east-fork-chinook.json,3880
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,1999,1102/410/1999-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/1999-andreafsky-river-east-fork-chinook.json,3347
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2000,1102/410/2000-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2000-andreafsky-river-east-fork-chinook.json,1525
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2001,1102/410/2001-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2001-andreafsky-river-east-fork-chinook.json,1090
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2002,1102/410/2002-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2002-andreafsky-river-east-fork-chinook.json,3786
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2003,1102/410/2003-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2003-andreafsky-river-east-fork-chinook.json,4263
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2004,1102/410/2004-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2004-andreafsky-river-east-fork-chinook.json,7971
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2005,1102/410/2005-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2005-andreafsky-river-east-fork-chinook.json,2144
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2006,1102/410/2006-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2006-andreafsky-river-east-fork-chinook.json,NA
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2007,1102/410/2007-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2007-andreafsky-river-east-fork-chinook.json,4489
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2008,1102/410/2008-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2008-andreafsky-river-east-fork-chinook.json,4104
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2009,1102/410/2009-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2009-andreafsky-river-east-fork-chinook.json,2951
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2010,1102/410/2010-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2010-andreafsky-river-east-fork-chinook.json,2297
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2011,1102/410/2011-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2011-andreafsky-river-east-fork-chinook.json,5211
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2012,1102/410/2012-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2012-andreafsky-river-east-fork-chinook.json,2327
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2013,1102/410/2013-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2013-andreafsky-river-east-fork-chinook.json,1935
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2014,1102/410/2014-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2014-andreafsky-river-east-fork-chinook.json,5892
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2015,1102/410/2015-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2015-andreafsky-river-east-fork-chinook.json,5461
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2016,1102/410/2016-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2016-andreafsky-river-east-fork-chinook.json,2596
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2017,1102/410/2017-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2017-andreafsky-river-east-fork-chinook.json,2900
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2018,1102/410/2018-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2018-andreafsky-river-east-fork-chinook.json,4065
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2019,1102/410/2019-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2019-andreafsky-river-east-fork-chinook.json,5054
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2021,1102/410/2021-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2021-andreafsky-river-east-fork-chinook.json,1411
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2023,1102/410/2023-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2023-andreafsky-river-east-fork-chinook.json,173
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,410,Chinook,2024,1102/410/2024-andreafsky-river-east-fork-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/410/2024-andreafsky-river-east-fork-chinook.json,22
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,450,Chum,1981,1102/450/1981-andreafsky-river-east-fork-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/450/1981-andreafsky-river-east-fork-chum.json,152655
adfg-commercial,escapement_monitoring,1102,Andreafsky River (East Fork),NA,450,Chum,1982,1102/450/1982-andreafsky-river-east-fork-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-commercial-dataset/refs/heads/master/1102/450/1982-andreafsky-river-east-fork-chum.json,181352
