dataset,source_type,location_id,stock,region,species_id,species,year,file_path,raw_url,annual_count
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,1982,2104/420/1982-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/1982-klawock-river-sockeye.json,4812
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,1983,2104/420/1983-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/1983-klawock-river-sockeye.json,829
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,1986,2104/420/1986-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/1986-klawock-river-sockeye.json,14800
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,1987,2104/420/1987-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/1987-klawock-river-sockeye.json,7763
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,1988,2104/420/1988-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/1988-klawock-river-sockeye.json,3431
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,1999,2104/420/1999-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/1999-klawock-river-sockeye.json,5310
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2000,2104/420/2000-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2000-klawock-river-sockeye.json,9428
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2001,2104/420/2001-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2001-klawock-river-sockeye.json,8066
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2002,2104/420/2002-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2002-klawock-river-sockeye.json,14296
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2003,2104/420/2003-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2003-klawock-river-sockeye.json,6198
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2004,2104/420/2004-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2004-klawock-river-sockeye.json,12326
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2005,2104/420/2005-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2005-klawock-river-sockeye.json,15123
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2006,2104/420/2006-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2006-klawock-river-sockeye.json,14808
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2008,2104/420/2008-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2008-klawock-river-sockeye.json,21132
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2009,2104/420/2009-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2009-klawock-river-sockeye.json,19699
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2010,2104/420/2010-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2010-klawock-river-sockeye.json,22739
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2011,2104/420/2011-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2011-klawock-river-sockeye.json,4755
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2012,2104/420/2012-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2012-klawock-river-sockeye.json,2562
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2013,2104/420/2013-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2013-klawock-river-sockeye.json,1611
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2014,2104/420/2014-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2014-klawock-river-sockeye.json,6479
adfg-sasap,escapement_monitoring,2104,Klawock River,Alaska,420,Sockeye,2015,2104/420/2015-klawock-river-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2104/420/2015-klawock-river-sockeye.json,8803
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1984,2105/410/1984-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1984-redoubt-lake-chinook.json,10
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1985,2105/410/1985-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1985-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1986,2105/410/1986-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1986-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1987,2105/410/1987-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1987-redoubt-lake-chinook.json,11
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1989,2105/410/1989-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1989-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1990,2105/410/1990-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1990-redoubt-lake-chinook.json,12
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1991,2105/410/1991-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1991-redoubt-lake-chinook.json,5
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1992,2105/410/1992-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1992-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1993,2105/410/1993-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1993-redoubt-lake-chinook.json,285
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1994,2105/410/1994-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1994-redoubt-lake-chinook.json,3
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1995,2105/410/1995-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1995-redoubt-lake-chinook.json,6
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1996,2105/410/1996-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1996-redoubt-lake-chinook.json,4
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,1997,2105/410/1997-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/1997-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,2000,2105/410/2000-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/2000-redoubt-lake-chinook.json,11
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,2001,2105/410/2001-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/2001-redoubt-lake-chinook.json,3
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,2002,2105/410/2002-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/2002-redoubt-lake-chinook.json,2
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,2003,2105/410/2003-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/2003-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,2009,2105/410/2009-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/2009-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,410,Chinook,2010,2105/410/2010-redoubt-lake-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/410/2010-redoubt-lake-chinook.json,1
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1982,2105/450/1982-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1982-redoubt-lake-chum.json,50
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1983,2105/450/1983-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1983-redoubt-lake-chum.json,118
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1984,2105/450/1984-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1984-redoubt-lake-chum.json,180
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1985,2105/450/1985-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1985-redoubt-lake-chum.json,61
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1986,2105/450/1986-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1986-redoubt-lake-chum.json,181
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1987,2105/450/1987-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1987-redoubt-lake-chum.json,68
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1988,2105/450/1988-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1988-redoubt-lake-chum.json,53
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1989,2105/450/1989-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1989-redoubt-lake-chum.json,34
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1990,2105/450/1990-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1990-redoubt-lake-chum.json,445
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1991,2105/450/1991-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1991-redoubt-lake-chum.json,386
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1992,2105/450/1992-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1992-redoubt-lake-chum.json,286
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1993,2105/450/1993-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1993-redoubt-lake-chum.json,119
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1994,2105/450/1994-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1994-redoubt-lake-chum.json,396
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1995,2105/450/1995-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1995-redoubt-lake-chum.json,333
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1996,2105/450/1996-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1996-redoubt-lake-chum.json,1766
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1997,2105/450/1997-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1997-redoubt-lake-chum.json,321
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,1999,2105/450/1999-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/1999-redoubt-lake-chum.json,724
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2000,2105/450/2000-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2000-redoubt-lake-chum.json,1485
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2001,2105/450/2001-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2001-redoubt-lake-chum.json,1572
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2002,2105/450/2002-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2002-redoubt-lake-chum.json,2587
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2003,2105/450/2003-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2003-redoubt-lake-chum.json,1482
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2004,2105/450/2004-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2004-redoubt-lake-chum.json,1463
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2006,2105/450/2006-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2006-redoubt-lake-chum.json,924
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2007,2105/450/2007-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2007-redoubt-lake-chum.json,905
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2008,2105/450/2008-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2008-redoubt-lake-chum.json,511
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2009,2105/450/2009-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2009-redoubt-lake-chum.json,452
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,450,Chum,2010,2105/450/2010-redoubt-lake-chum.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/450/2010-redoubt-lake-chum.json,266
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1982,2105/430/1982-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1982-redoubt-lake-coho.json,170
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1983,2105/430/1983-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1983-redoubt-lake-coho.json,2213
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1984,2105/430/1984-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1984-redoubt-lake-coho.json,4807
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1985,2105/430/1985-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1985-redoubt-lake-coho.json,506
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1986,2105/430/1986-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1986-redoubt-lake-coho.json,801
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1987,2105/430/1987-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1987-redoubt-lake-coho.json,268
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1988,2105/430/1988-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1988-redoubt-lake-coho.json,3140
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1989,2105/430/1989-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1989-redoubt-lake-coho.json,19
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1990,2105/430/1990-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1990-redoubt-lake-coho.json,1347
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1991,2105/430/1991-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1991-redoubt-lake-coho.json,1961
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1992,2105/430/1992-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1992-redoubt-lake-coho.json,4133
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1993,2105/430/1993-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1993-redoubt-lake-coho.json,715
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1994,2105/430/1994-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1994-redoubt-lake-coho.json,968
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1995,2105/430/1995-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1995-redoubt-lake-coho.json,2778
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1996,2105/430/1996-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1996-redoubt-lake-coho.json,675
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1997,2105/430/1997-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1997-redoubt-lake-coho.json,705
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,1999,2105/430/1999-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/1999-redoubt-lake-coho.json,4731
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2000,2105/430/2000-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2000-redoubt-lake-coho.json,1117
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2001,2105/430/2001-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2001-redoubt-lake-coho.json,3266
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2002,2105/430/2002-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2002-redoubt-lake-coho.json,5233
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2003,2105/430/2003-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2003-redoubt-lake-coho.json,1894
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2004,2105/430/2004-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2004-redoubt-lake-coho.json,2104
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2006,2105/430/2006-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2006-redoubt-lake-coho.json,2735
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2007,2105/430/2007-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2007-redoubt-lake-coho.json,3068
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2008,2105/430/2008-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2008-redoubt-lake-coho.json,3899
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2009,2105/430/2009-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2009-redoubt-lake-coho.json,2159
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2010,2105/430/2010-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2010-redoubt-lake-coho.json,1825
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2011,2105/430/2011-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2011-redoubt-lake-coho.json,1284
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2012,2105/430/2012-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2012-redoubt-lake-coho.json,1216
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2014,2105/430/2014-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2014-redoubt-lake-coho.json,3243
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,430,Coho,2016,2105/430/2016-redoubt-lake-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/430/2016-redoubt-lake-coho.json,11389
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1982,2105/440/1982-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1982-redoubt-lake-pink.json,10
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1983,2105/440/1983-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1983-redoubt-lake-pink.json,5627
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1984,2105/440/1984-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1984-redoubt-lake-pink.json,1541
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1985,2105/440/1985-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1985-redoubt-lake-pink.json,9637
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1986,2105/440/1986-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1986-redoubt-lake-pink.json,393
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1987,2105/440/1987-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1987-redoubt-lake-pink.json,1052
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1988,2105/440/1988-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1988-redoubt-lake-pink.json,187
adfg-sasap,escapement_monitoring,2105,Redoubt Lake,Alaska,440,Pink,1989,2105/440/1989-redoubt-lake-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2105/440/1989-redoubt-lake-pink.json,9
