dataset,source_type,location_id,stock,region,species_id,species,year,file_path,raw_url
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2008,2003/430/2008-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2008-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2009,2003/430/2009-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2009-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2010,2003/430/2010-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2010-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2011,2003/430/2011-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2011-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2012,2003/430/2012-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2012-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2013,2003/430/2013-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2013-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2014,2003/430/2014-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2014-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2015,2003/430/2015-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2015-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,430,Coho,2016,2003/430/2016-litnik-coho.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/430/2016-litnik-coho.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1978,2003/440/1978-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1978-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1979,2003/440/1979-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1979-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1980,2003/440/1980-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1980-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1981,2003/440/1981-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1981-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1982,2003/440/1982-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1982-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1983,2003/440/1983-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1983-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1984,2003/440/1984-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1984-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1985,2003/440/1985-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1985-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1986,2003/440/1986-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1986-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1987,2003/440/1987-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1987-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1988,2003/440/1988-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1988-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1989,2003/440/1989-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1989-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1990,2003/440/1990-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1990-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1991,2003/440/1991-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1991-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1992,2003/440/1992-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1992-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1993,2003/440/1993-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1993-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1994,2003/440/1994-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1994-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1995,2003/440/1995-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1995-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1996,2003/440/1996-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1996-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1997,2003/440/1997-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1997-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1998,2003/440/1998-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1998-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,1999,2003/440/1999-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/1999-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2000,2003/440/2000-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2000-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2001,2003/440/2001-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2001-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2002,2003/440/2002-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2002-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2003,2003/440/2003-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2003-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2004,2003/440/2004-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2004-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2005,2003/440/2005-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2005-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2006,2003/440/2006-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2006-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2007,2003/440/2007-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2007-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2008,2003/440/2008-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2008-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2009,2003/440/2009-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2009-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2010,2003/440/2010-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2010-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2011,2003/440/2011-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2011-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2012,2003/440/2012-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2012-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2013,2003/440/2013-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2013-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2014,2003/440/2014-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2014-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,440,Pink,2015,2003/440/2015-litnik-pink.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/440/2015-litnik-pink.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1978,2003/420/1978-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1978-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1979,2003/420/1979-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1979-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1980,2003/420/1980-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1980-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1981,2003/420/1981-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1981-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1982,2003/420/1982-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1982-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1983,2003/420/1983-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1983-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1984,2003/420/1984-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1984-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1985,2003/420/1985-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1985-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1986,2003/420/1986-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1986-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1987,2003/420/1987-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1987-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1988,2003/420/1988-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1988-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1989,2003/420/1989-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1989-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1990,2003/420/1990-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1990-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1991,2003/420/1991-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1991-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1992,2003/420/1992-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1992-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1993,2003/420/1993-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1993-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1994,2003/420/1994-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1994-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1995,2003/420/1995-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1995-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1996,2003/420/1996-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1996-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1997,2003/420/1997-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1997-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1998,2003/420/1998-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1998-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,1999,2003/420/1999-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/1999-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2000,2003/420/2000-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2000-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2001,2003/420/2001-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2001-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2002,2003/420/2002-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2002-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2003,2003/420/2003-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2003-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2004,2003/420/2004-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2004-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2005,2003/420/2005-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2005-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2006,2003/420/2006-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2006-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2007,2003/420/2007-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2007-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2008,2003/420/2008-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2008-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2009,2003/420/2009-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2009-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2010,2003/420/2010-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2010-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2011,2003/420/2011-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2011-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2012,2003/420/2012-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2012-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2013,2003/420/2013-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2013-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2014,2003/420/2014-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2014-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2015,2003/420/2015-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2015-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2003,Litnik,Alaska,420,Sockeye,2016,2003/420/2016-litnik-sockeye.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2003/420/2016-litnik-sockeye.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1983,2004/410/1983-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1983-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1984,2004/410/1984-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1984-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1985,2004/410/1985-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1985-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1986,2004/410/1986-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1986-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1987,2004/410/1987-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1987-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1988,2004/410/1988-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1988-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1989,2004/410/1989-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1989-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1990,2004/410/1990-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1990-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1991,2004/410/1991-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1991-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1992,2004/410/1992-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1992-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1993,2004/410/1993-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1993-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1994,2004/410/1994-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1994-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1995,2004/410/1995-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1995-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1996,2004/410/1996-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1996-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1997,2004/410/1997-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1997-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1998,2004/410/1998-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1998-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,1999,2004/410/1999-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/1999-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2000,2004/410/2000-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2000-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2001,2004/410/2001-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2001-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2002,2004/410/2002-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2002-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2003,2004/410/2003-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2003-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2004,2004/410/2004-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2004-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2005,2004/410/2005-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2005-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2006,2004/410/2006-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2006-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2007,2004/410/2007-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2007-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2008,2004/410/2008-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2008-dog-salmon-creek-chinook.json
adfg-sasap,escapement_monitoring,2004,Dog Salmon Creek,Alaska,410,Chinook,2009,2004/410/2009-dog-salmon-creek-chinook.json,https://raw.githubusercontent.com/alaskafishcounts/adfg-sasap-dataset/refs/heads/master/2004/410/2009-dog-salmon-creek-chinook.json
