Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1982,"CRAB, SOUTHERN TANNER",20821210.00,9444.00,30181012.00,80697893.00,Public,Commercial
1982,"CRABS, DECAPODA (ORDER) **",22765694.00,10326.00,36454671.00,97472382.00,Public,Commercial
1982,FLATFISHES **,141125.00,64.00,9879.00,26414.00,Public,Commercial
1982,"FLOUNDER, STARRY",287225.00,130.00,51701.00,138238.00,Public,Commercial
1982,"HALIBUT, PACIFIC",27163061.00,12321.00,21606490.00,57771364.00,Public,Commercial
1982,"HERRING, PACIFIC",104436931.00,47372.00,19772297.00,52867105.00,Public,Commercial
1982,LINGCOD,139052.00,63.00,46300.00,123797.00,Public,Commercial
1982,"POLLOCK, WALLEYE ",5035147.00,2284.00,302109.00,807778.00,Public,Commercial
1982,"ROCKFISH, PACIFIC OCEAN PERCH",24537.00,11.00,3190.00,8529.00,Public,Commercial
1982,ROCKFISHES **,563171.00,255.00,152056.00,406567.00,Public,Commercial
1982,SABLEFISH,6172732.00,2800.00,3271548.00,8747455.00,Public,Commercial
1982,"SALMON, CHINOOK",16878044.00,7656.00,26949254.00,72056829.00,Public,Commercial
1982,"SALMON, CHUM",90544501.00,41071.00,38934433.00,104102762.00,Public,Commercial
1982,"SALMON, COHO",46361352.00,21029.00,39851898.00,106555877.00,Public,Commercial
1982,"SALMON, PACIFIC **",407720.00,185.00,698799.00,1868447.00,Public,Commercial
1982,"SALMON, PINK",214513020.00,97302.00,46479775.00,124277473.00,Public,Commercial
1982,"SALMON, SOCKEYE",188470195.00,85490.00,155799359.00,416575826.00,Public,Commercial
1982,"SCALLOP, WEATHERVANE",913996.00,415.00,3190707.00,8531302.00,Public,Commercial
1982,"SHARK, DOGFISH, SPINY",400.00,0.00,32.00,86.00,Public,Commercial
1982,"SHRIMPS, PENAEID **",17164943.00,7786.00,6757691.00,18068693.00,Public,Commercial
1982,"SOLE, REX",1653.00,1.00,182.00,487.00,Public,Commercial
1982,"SOLE, ROCK",4636.00,2.00,649.00,1735.00,Public,Commercial
1982,"VERTEBRATES, JAWED",245701.00,111.00,83740.00,223904.00,Public,Commercial
1983,ABALONES **,46804.00,21.00,130788.00,336216.00,Public,Commercial
1983,CLAMS **,403403.00,183.00,262569.00,674985.00,Public,Commercial
1983,"COD, PACIFIC",81219931.00,36841.00,10558591.00,27142907.00,Public,Commercial
1983,"CRAB, DUNGENESS",11893963.00,5395.00,12117183.00,31149571.00,Public,Commercial
1983,"CRAB, KING **",26848652.00,12178.00,74909840.00,192570283.00,Public,Commercial
1983,"CRAB, SNOW",24810124.00,11254.00,9217997.00,23696650.00,Public,Commercial
1983,"CRAB, SOUTHERN TANNER",11176863.00,5070.00,13803894.00,35485589.00,Public,Commercial
1983,"CRABS, DECAPODA (ORDER) **",26186360.00,11878.00,32055857.00,82405802.00,Public,Commercial
1983,FLATFISHES **,102615.00,47.00,7183.00,18465.00,Public,Commercial
1983,"FLOUNDER, STARRY",589178.00,267.00,106052.00,272627.00,Public,Commercial
1983,"HALIBUT, PACIFIC",42441597.00,19251.00,34313409.00,88209278.00,Public,Commercial
1983,"HERRING, PACIFIC",108157052.00,49060.00,28958347.00,74443052.00,Public,Commercial
1983,LINGCOD,169542.00,77.00,58345.00,149987.00,Public,Commercial
1983,"POLLOCK, WALLEYE ",1603083.00,727.00,96185.00,247262.00,Public,Commercial
1983,"ROCKFISH, BLACK",17772.00,8.00,4621.00,11879.00,Public,Commercial
1983,"ROCKFISH, PACIFIC OCEAN PERCH",50080.00,23.00,6510.00,16735.00,Public,Commercial
1983,ROCKFISHES **,890675.00,404.00,240482.00,618206.00,Public,Commercial
1983,SABLEFISH,8070144.00,3661.00,4277176.00,10995311.00,Public,Commercial
1983,"SALMON, CHINOOK",15667660.00,7107.00,18220213.00,46838594.00,Public,Commercial
1983,"SALMON, CHUM",78933801.00,35804.00,24957484.00,64158057.00,Public,Commercial
1983,"SALMON, COHO",26709237.00,12115.00,16133851.00,41475195.00,Public,Commercial
1983,"SALMON, PACIFIC **",343094.00,156.00,353300.00,908226.00,Public,Commercial
1983,"SALMON, PINK",191649998.00,86932.00,47442634.00,121960499.00,Public,Commercial
1983,"SALMON, SOCKEYE",305558028.00,138600.00,212746294.00,546905640.00,Public,Commercial
1983,"SCALLOP, WEATHERVANE",194116.00,88.00,911247.00,2342537.00,Public,Commercial
1983,"SHARK, DOGFISH, SPINY",12615.00,6.00,1009.00,2594.00,Public,Commercial
1983,"SHRIMPS, PENAEID **",7550316.00,3425.00,3748049.00,9635087.00,Public,Commercial
1983,"SOLE, DOVER",4130.00,2.00,454.00,1167.00,Public,Commercial
1983,"SOLE, REX",3670.00,2.00,404.00,1039.00,Public,Commercial
1983,"SOLE, ROCK",25343.00,11.00,3548.00,9121.00,Public,Commercial
1983,"SOLE, YELLOWFIN",21066.00,10.00,5056.00,12997.00,Public,Commercial
1983,"VERTEBRATES, JAWED",7480297.00,3393.00,2183085.00,5612044.00,Public,Commercial
1984,ABALONES **,95707.00,43.00,234445.00,581749.00,Public,Commercial
1984,CLAMS **,463876.00,210.00,332704.00,825568.00,Public,Commercial
1984,"COD, PACIFIC",60948762.00,27646.00,10167127.00,25228603.00,Public,Commercial
1984,"CRAB, DUNGENESS",10330196.00,4686.00,14766676.00,36641876.00,Public,Commercial
1984,"CRAB, KING **",18602572.00,8438.00,43637534.00,108281722.00,Public,Commercial
1984,"CRAB, SNOW",26014330.00,11800.00,7804299.00,19365506.00,Public,Commercial
1984,"CRAB, SOUTHERN TANNER",6700104.00,3039.00,7919298.00,19650864.00,Public,Commercial
1984,"CRABS, DECAPODA (ORDER) **",17504376.00,7940.00,21012687.00,52140663.00,Public,Commercial
1984,FLATFISHES **,576972.00,262.00,82421.00,204519.00,Public,Commercial
1984,"FLOUNDER, ARROWTOOTH",802.00,0.00,80.00,199.00,Public,Commercial
1984,"FLOUNDER, STARRY",339346.00,154.00,57767.00,143342.00,Public,Commercial
1984,"HALIBUT, PACIFIC",46699449.00,21183.00,24255839.00,60188186.00,Public,Commercial
1984,"HERRING, PACIFIC",97608198.00,44275.00,20668363.00,51286261.00,Public,Commercial
1984,LINGCOD,390547.00,177.00,142854.00,354476.00,Public,Commercial
1984,"MACKEREL, ATKA",69003.00,31.00,11644.00,28893.00,Public,Commercial
1984,"POLLOCK, WALLEYE ",9851651.00,4469.00,532153.00,1320479.00,Public,Commercial
1984,"ROCKFISH, BLACK",106345.00,48.00,32274.00,80084.00,Public,Commercial
1984,"ROCKFISH, CANARY",14036.00,6.00,6435.00,15968.00,Public,Commercial
1984,"ROCKFISH, PACIFIC OCEAN PERCH",3087736.00,1401.00,385335.00,956166.00,Public,Commercial
1984,"ROCKFISH, SILVERGRAY",85.00,0.00,13.00,32.00,Public,Commercial
1984,"ROCKFISH, WIDOW",2697.00,1.00,447.00,1109.00,Public,Commercial
1984,"ROCKFISH, YELLOWEYE",510134.00,231.00,222018.00,550913.00,Public,Commercial
1984,"ROCKFISH, YELLOWTAIL",3387.00,2.00,506.00,1256.00,Public,Commercial
1984,ROCKFISHES **,1500822.00,681.00,599804.00,1488347.00,Public,Commercial
1984,SABLEFISH,21148126.00,9593.00,6833736.00,16957161.00,Public,Commercial
1984,"SALMON, CHINOOK",12490629.00,5666.00,21727272.00,53913826.00,Public,Commercial
1984,"SALMON, CHUM",99971096.00,45347.00,35893644.00,89066114.00,Public,Commercial
1984,"SALMON, COHO",44197532.00,20048.00,42490105.00,105434504.00,Public,Commercial
1984,"SALMON, PACIFIC **",341593.00,155.00,397177.00,985551.00,Public,Commercial
1984,"SALMON, PINK",274568351.00,124543.00,69821056.00,173253241.00,Public,Commercial
1984,"SALMON, SOCKEYE",222640091.00,100989.00,171823432.00,426360873.00,Public,Commercial
1984,"SCALLOP, WEATHERVANE",389817.00,177.00,1726772.00,4284794.00,Public,Commercial
1984,"SHARK, DOGFISH, SPINY",56.00,0.00,9.00,22.00,Public,Commercial
1984,"SHRIMPS, PENAEID **",10305112.00,4674.00,4828350.00,11981017.00,Public,Commercial
1984,"SOLE, DOVER",6300.00,3.00,1025.00,2543.00,Public,Commercial
1984,"SOLE, PETRALE",30.00,0.00,5.00,12.00,Public,Commercial
1984,"SOLE, REX",8676.00,4.00,868.00,2154.00,Public,Commercial
1984,"SOLE, ROCK",1857.00,1.00,283.00,702.00,Public,Commercial
1984,"SOLE, YELLOWFIN",315.00,0.00,48.00,119.00,Public,Commercial
1984,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",107380.00,49.00,19656.00,48774.00,Public,Commercial
1984,"VERTEBRATES, JAWED",149444.00,68.00,110537.00,274285.00,Public,Commercial
1985,ABALONES **,75053.00,34.00,218198.00,524514.00,Public,Commercial
1985,"COD, PACIFIC",94352930.00,42798.00,12350992.00,29689885.00,Public,Commercial
1985,"CRAB, DUNGENESS",9756087.00,4425.00,12259161.00,29469137.00,Public,Commercial
1985,"CRAB, KING **",16093202.00,7300.00,33588770.00,80742236.00,Public,Commercial
1985,"CRAB, SNOW",64952252.00,29462.00,22089480.00,53099712.00,Public,Commercial
1985,"CRAB, SOUTHERN TANNER",9982722.00,4528.00,14293930.00,34360409.00,Public,Commercial
1985,"CRABS, DECAPODA (ORDER) **",11975738.00,5432.00,18694387.00,44938430.00,Public,Commercial
1985,CRUSTACEANS **,412670.00,187.00,255547.00,614296.00,Public,Commercial
1985,FLATFISHES **,91665.00,42.00,21238.00,51053.00,Public,Commercial
1985,"FLOUNDER, ARROWTOOTH",30870.00,14.00,14763.00,35488.00,Public,Commercial
1985,"FLOUNDER, STARRY",405566.00,184.00,66329.00,159445.00,Public,Commercial
1985,"HALIBUT, PACIFIC",59843546.00,27145.00,35563389.00,85488916.00,Public,Commercial
1985,"HERRING, PACIFIC",120458100.00,54639.00,38291443.00,92046738.00,Public,Commercial
1985,LINGCOD,385068.00,175.00,124737.00,299849.00,Public,Commercial
1985,"POLLOCK, WALLEYE ",95648010.00,43386.00,5479180.00,13171106.00,Public,Commercial
1985,"ROCKFISH, BLACK",49206.00,22.00,21266.00,51120.00,Public,Commercial
1985,"ROCKFISH, CANARY",43242.00,20.00,13460.00,32356.00,Public,Commercial
1985,"ROCKFISH, DARKBLOTCHED",11.00,0.00,4.00,10.00,Public,Commercial
1985,"ROCKFISH, PACIFIC OCEAN PERCH",3554245.00,1612.00,449284.00,1080010.00,Public,Commercial
1985,"ROCKFISH, SILVERGRAY",7733.00,4.00,3999.00,9613.00,Public,Commercial
1985,"ROCKFISH, YELLOWEYE",1142179.00,518.00,509247.00,1224151.00,Public,Commercial
1985,"ROCKFISH, YELLOWTAIL",173.00,0.00,70.00,168.00,Public,Commercial
1985,ROCKFISHES **,3103025.00,1408.00,798251.00,1918873.00,Public,Commercial
1985,SABLEFISH,32188072.00,14600.00,19203022.00,46161111.00,Public,Commercial
1985,"SALMON, CHINOOK",13406484.00,6081.00,20700962.00,49761928.00,Public,Commercial
1985,"SALMON, CHUM",82116915.00,37248.00,32753985.00,78735541.00,Public,Commercial
1985,"SALMON, COHO",47021270.00,21329.00,42424022.00,101980822.00,Public,Commercial
1985,"SALMON, PACIFIC **",477909.00,217.00,618245.00,1486166.00,Public,Commercial
1985,"SALMON, PINK",298096757.00,135216.00,70265972.00,168908587.00,Public,Commercial
1985,"SALMON, SOCKEYE",221474100.00,100460.00,218182722.00,524477697.00,Public,Commercial
1985,"SCALLOP, WEATHERVANE",627679.00,285.00,2253688.00,5417519.00,Public,Commercial
1985,"SHARK, DOGFISH, SPINY",46.00,0.00,7.00,17.00,Public,Commercial
1985,"SHRIMPS, PENAEID **",4315498.00,1957.00,2310252.00,5553490.00,Public,Commercial
1985,"SOLE, DOVER",61153.00,28.00,6441.00,15483.00,Public,Commercial
1985,"SOLE, ENGLISH",475.00,0.00,113.00,272.00,Public,Commercial
1985,"SOLE, PETRALE",11509.00,5.00,1397.00,3358.00,Public,Commercial
1985,"SOLE, REX",130346.00,59.00,16931.00,40700.00,Public,Commercial
1985,"SOLE, ROCK",387353.00,176.00,32815.00,78882.00,Public,Commercial
1985,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",139839.00,63.00,17480.00,42019.00,Public,Commercial
1985,"VERTEBRATES, JAWED",1679766.00,762.00,403840.00,970769.00,Public,Commercial
1986,ABALONES **,60666.00,28.00,166838.00,393486.00,Public,Commercial
1986,"CLAM, PACIFIC GEODUCK",130961.00,59.00,26075.00,61498.00,Public,Commercial
1986,CLAMS **,293053.00,133.00,171404.00,404255.00,Public,Commercial
1986,"COD, PACIFIC",87394363.00,39642.00,9136446.00,21548222.00,Public,Commercial
1986,"CRAB, DUNGENESS",5957221.00,2702.00,6256368.00,14755585.00,Public,Commercial
1986,"CRAB, KING **",27798948.00,12610.00,92312548.00,217718274.00,Public,Commercial
1986,"CRAB, SNOW",96582736.00,43810.00,52830757.00,124600842.00,Public,Commercial
1986,"CRAB, SOUTHERN TANNER",14875772.00,6748.00,26489219.00,62474573.00,Public,Commercial
1986,"CRABS, DECAPODA (ORDER) **",23186.00,11.00,32771.00,77290.00,Public,Commercial
1986,FLATFISHES **,5394203.00,2447.00,330359.00,779149.00,Public,Commercial
1986,"FLOUNDER, ARROWTOOTH",18332.00,8.00,3586.00,8458.00,Public,Commercial
1986,"FLOUNDER, STARRY",450660.00,204.00,89955.00,212158.00,Public,Commercial
1986,"HALIBUT, GREENLAND",6897605.00,3129.00,1411282.00,3328495.00,Public,Commercial
1986,"HALIBUT, PACIFIC",76656557.00,34771.00,83374738.00,196638533.00,Public,Commercial
1986,"HERRING, PACIFIC",112878243.00,51201.00,40974815.00,96638714.00,Public,Commercial
1986,LINGCOD,778038.00,353.00,255084.00,601613.00,Public,Commercial
1986,"MACKEREL, ATKA",8560.00,4.00,1801.00,4248.00,Public,Commercial
1986,"POLLOCK, WALLEYE ",175199477.00,79470.00,12212625.00,28803361.00,Public,Commercial
1986,"ROCKFISH, BLACK",201917.00,92.00,40860.00,96368.00,Public,Commercial
1986,"ROCKFISH, BOCACCIO",92.00,0.00,85.00,200.00,Public,Commercial
1986,"ROCKFISH, CANARY",26755.00,12.00,11484.00,27085.00,Public,Commercial
1986,"ROCKFISH, DARKBLOTCHED",34581.00,16.00,5674.00,13382.00,Public,Commercial
1986,"ROCKFISH, PACIFIC OCEAN PERCH",1091352.00,495.00,147766.00,348505.00,Public,Commercial
1986,"ROCKFISH, REDBANDED",9406.00,4.00,2879.00,6790.00,Public,Commercial
1986,"ROCKFISH, SILVERGRAY",2153.00,1.00,461.00,1087.00,Public,Commercial
1986,"ROCKFISH, YELLOWEYE",1654438.00,750.00,707596.00,1668858.00,Public,Commercial
1986,"ROCKFISH, YELLOWTAIL",36.00,0.00,17.00,40.00,Public,Commercial
1986,ROCKFISHES **,16664202.00,7559.00,4384497.00,10340795.00,Public,Commercial
1986,SABLEFISH,60593311.00,27485.00,34428763.00,81199913.00,Public,Commercial
1986,"SALMON, CHINOOK",11667783.00,5292.00,17700579.00,41746649.00,Public,Commercial
1986,"SALMON, CHUM",95412989.00,43279.00,33998126.00,80184259.00,Public,Commercial
1986,"SALMON, COHO",45246206.00,20524.00,41034415.00,96779281.00,Public,Commercial
1986,"SALMON, PACIFIC **",384076.00,174.00,638810.00,1506627.00,Public,Commercial
1986,"SALMON, PINK",255963993.00,116105.00,61111228.00,144130255.00,Public,Commercial
1986,"SALMON, SOCKEYE",194377338.00,88169.00,277741882.00,655051608.00,Public,Commercial
1986,"SCALLOP, WEATHERVANE",682622.00,310.00,2329101.00,5493163.00,Public,Commercial
1986,"SHARK, DOGFISH, SPINY",688.00,0.00,48.00,113.00,Public,Commercial
1986,"SHRIMPS, PENAEID **",5032285.00,2283.00,2682950.00,6327712.00,Public,Commercial
1986,"SOLE, DOVER",10004.00,5.00,907.00,2139.00,Public,Commercial
1986,"SOLE, ENGLISH",13866.00,6.00,1036.00,2443.00,Public,Commercial
1986,"SOLE, REX",82374.00,37.00,6557.00,15465.00,Public,Commercial
1986,"SOLE, ROCK",4490906.00,2037.00,637773.00,1504182.00,Public,Commercial
1986,"SOLE, YELLOWFIN",42877.00,19.00,10265.00,24210.00,Public,Commercial
1986,"SQUIDS, LOLIGINIDAE **",8598.00,4.00,1632.00,3849.00,Public,Commercial
1986,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",315825.00,143.00,59828.00,141104.00,Public,Commercial
1986,"VERTEBRATES, JAWED",1456843.00,661.00,432464.00,1019962.00,Public,Commercial
1987,ABALONES **,68199.00,31.00,210935.00,484908.00,Public,Commercial
1987,"COD, PACIFIC",163562447.00,74191.00,28909134.00,66457779.00,Public,Commercial
1987,"CRAB, DUNGENESS",9378615.00,4254.00,10637312.00,24453591.00,Public,Commercial
1987,"CRAB, KING **",30439880.00,13807.00,99009063.00,227607041.00,Public,Commercial
1987,"CRAB, SNOW",100924939.00,45779.00,74886305.00,172152425.00,Public,Commercial
1987,"CRAB, SOUTHERN TANNER",11883781.00,5390.00,27031713.00,62141869.00,Public,Commercial
1987,"CRABS, DECAPODA (ORDER) **",23279.00,11.00,43366.00,99692.00,Public,Commercial
1987,CRUSTACEANS **,429023.00,195.00,204935.00,471115.00,Public,Commercial
1987,FLATFISHES **,16824213.00,7631.00,1356926.00,3119370.00,Public,Commercial
1987,"FLOUNDER, ARROWTOOTH",400772.00,182.00,62408.00,143467.00,Public,Commercial
1987,"FLOUNDER, STARRY",890098.00,404.00,212571.00,488669.00,Public,Commercial
1987,"FLOUNDERS, RIGHTEYE **",54300.00,25.00,10845.00,24931.00,Public,Commercial
1987,"HALIBUT, GREENLAND",18836370.00,8544.00,4524108.00,10400248.00,Public,Commercial
1987,"HALIBUT, PACIFIC",75044651.00,34040.00,81070601.00,186369198.00,Public,Commercial
1987,"HERRING, PACIFIC",102508397.00,46498.00,43605131.00,100241680.00,Public,Commercial
1987,LINGCOD,1076604.00,488.00,425920.00,979126.00,Public,Commercial
1987,"MACKEREL, ATKA",273505.00,124.00,57539.00,132274.00,Public,Commercial
1987,"POLLOCK, WALLEYE ",562931084.00,255344.00,41860630.00,96231333.00,Public,Commercial
1987,"ROCKFISH, BLACK",238759.00,108.00,86855.00,199667.00,Public,Commercial
1987,"ROCKFISH, CANARY",23106.00,10.00,9559.00,21975.00,Public,Commercial
1987,"ROCKFISH, DARKBLOTCHED",3973.00,2.00,666.00,1531.00,Public,Commercial
1987,"ROCKFISH, PACIFIC OCEAN PERCH",100822.00,46.00,20256.00,46566.00,Public,Commercial
1987,"ROCKFISH, REDBANDED",8232.00,4.00,2261.00,5198.00,Public,Commercial
1987,"ROCKFISH, REDSTRIPE",4.00,0.00,1.00,2.00,Public,Commercial
1987,"ROCKFISH, SILVERGRAY",761.00,0.00,149.00,343.00,Public,Commercial
1987,"ROCKFISH, YELLOWEYE",2188447.00,993.00,1003151.00,2306094.00,Public,Commercial
1987,"ROCKFISH, YELLOWTAIL",3711.00,2.00,930.00,2138.00,Public,Commercial
1987,ROCKFISHES **,31348390.00,14220.00,8954769.00,20585676.00,Public,Commercial
1987,SABLEFISH,74867225.00,33960.00,47552693.00,109316536.00,Public,Commercial
1987,"SALMON, CHINOOK",13206092.00,5990.00,26691309.00,61359331.00,Public,Commercial
1987,"SALMON, CHUM",75102802.00,34066.00,35625634.00,81898009.00,Public,Commercial
1987,"SALMON, COHO",24717758.00,11212.00,28175674.00,64771664.00,Public,Commercial
1987,"SALMON, PACIFIC **",205505.00,93.00,321158.00,738294.00,Public,Commercial
1987,"SALMON, PINK",150448167.00,68243.00,64602770.00,148512115.00,Public,Commercial
1987,"SALMON, SOCKEYE",224625943.00,101890.00,347851126.00,799657761.00,Public,Commercial
1987,"SCALLOP, WEATHERVANE",583043.00,264.00,2103319.00,4835216.00,Public,Commercial
1987,"SHARK, DOGFISH, SPINY",72761.00,33.00,6542.00,15039.00,Public,Commercial
1987,"SHRIMPS, PENAEID **",2713155.00,1231.00,2608243.00,5995961.00,Public,Commercial
1987,"SOLE, DOVER",49934.00,23.00,7892.00,18143.00,Public,Commercial
1987,"SOLE, ENGLISH",33713.00,15.00,3790.00,8713.00,Public,Commercial
1987,"SOLE, PETRALE",25685.00,12.00,21095.00,48494.00,Public,Commercial
1987,"SOLE, REX",290986.00,132.00,25455.00,58517.00,Public,Commercial
1987,"SOLE, ROCK",21723896.00,9854.00,1558698.00,3583214.00,Public,Commercial
1987,"SOLE, YELLOWFIN",72540.00,33.00,7761.00,17841.00,Public,Commercial
1987,"SQUIDS, LOLIGINIDAE **",2184.00,1.00,1089.00,2503.00,Public,Commercial
1987,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",757480.00,344.00,162831.00,374324.00,Public,Commercial
1987,"VERTEBRATES, JAWED",2254224.00,1023.00,216890.00,498598.00,Public,Commercial
1988,ABALONES **,76100.00,35.00,307368.00,683040.00,Public,Commercial
1988,"CLAM, PACIFIC GEODUCK",189856.00,86.00,57338.00,127418.00,Public,Commercial
1988,"COD, PACIFIC",260281201.00,118063.00,36914772.00,82032827.00,Public,Commercial
1988,"CONCHS, TRUE **",873.00,0.00,88.00,196.00,Public,Commercial
1988,"CRAB, DUNGENESS",10572491.00,4796.00,10747146.00,23882547.00,Public,Commercial
1988,"CRAB, KING **",20988031.00,9520.00,84478800.00,187730667.00,Public,Commercial
1988,"CRAB, SNOW",130817707.00,59339.00,109232789.00,242739531.00,Public,Commercial
1988,"CRAB, SOUTHERN TANNER",13539220.00,6141.00,30986522.00,68858938.00,Public,Commercial
1988,"CRABS, DECAPODA (ORDER) **",15738.00,7.00,30406.00,67569.00,Public,Commercial
1988,CRUSTACEANS **,464228.00,211.00,250937.00,557638.00,Public,Commercial
1988,FLATFISHES **,11402353.00,5172.00,1181230.00,2624956.00,Public,Commercial
1988,"FLOUNDER, ARROWTOOTH",2057211.00,933.00,111794.00,248431.00,Public,Commercial
1988,"FLOUNDER, STARRY",796552.00,361.00,173686.00,385969.00,Public,Commercial
1988,"FLOUNDERS, RIGHTEYE **",926027.00,420.00,66552.00,147893.00,Public,Commercial
1988,"HALIBUT, GREENLAND",14520962.00,6587.00,3038240.00,6751644.00,Public,Commercial
1988,"HALIBUT, PACIFIC",81060480.00,36769.00,74679188.00,165953751.00,Public,Commercial
1988,"HERRING, PACIFIC",112609541.00,51079.00,53894069.00,119764598.00,Public,Commercial
1988,LINGCOD,1561958.00,708.00,591666.00,1314813.00,Public,Commercial
1988,"MACKEREL, ATKA",4440828.00,2014.00,260728.00,579396.00,Public,Commercial
1988,"POLLOCK, WALLEYE ",1274916240.00,578298.00,96711301.00,214914002.00,Public,Commercial
1988,"ROCKFISH, BLACK",394935.00,179.00,77238.00,171640.00,Public,Commercial
1988,"ROCKFISH, BOCACCIO",76.00,0.00,16.00,36.00,Public,Commercial
1988,"ROCKFISH, CANARY",9193.00,4.00,3618.00,8040.00,Public,Commercial
1988,"ROCKFISH, DARKBLOTCHED",325.00,0.00,69.00,153.00,Public,Commercial
1988,"ROCKFISH, PACIFIC OCEAN PERCH",675892.00,307.00,164975.00,366611.00,Public,Commercial
1988,"ROCKFISH, REDBANDED",17960.00,8.00,6368.00,14151.00,Public,Commercial
1988,"ROCKFISH, REDSTRIPE",5.00,0.00,1.00,2.00,Public,Commercial
1988,"ROCKFISH, SILVERGRAY",3822.00,2.00,1383.00,3073.00,Public,Commercial
1988,"ROCKFISH, WIDOW",12.00,0.00,5.00,11.00,Public,Commercial
1988,"ROCKFISH, YELLOWEYE",1532535.00,695.00,802670.00,1783711.00,Public,Commercial
1988,"ROCKFISH, YELLOWMOUTH",344.00,0.00,177.00,393.00,Public,Commercial
1988,"ROCKFISH, YELLOWTAIL",80.00,0.00,20.00,44.00,Public,Commercial
1988,ROCKFISHES **,43661463.00,19805.00,13810731.00,30690513.00,Public,Commercial
1988,SABLEFISH,82184326.00,37279.00,77698799.00,172663998.00,Public,Commercial
1988,"SALMON, CHINOOK",10718922.00,4862.00,29275113.00,65055807.00,Public,Commercial
1988,"SALMON, CHUM",116724996.00,52946.00,102863547.00,228585660.00,Public,Commercial
1988,"SALMON, COHO",35299092.00,16012.00,61581492.00,136847760.00,Public,Commercial
1988,"SALMON, PACIFIC **",354728.00,161.00,1161317.00,2580704.00,Public,Commercial
1988,"SALMON, PINK",169093494.00,76700.00,134286974.00,298415498.00,Public,Commercial
1988,"SALMON, SOCKEYE",188179137.00,85357.00,442419090.00,983153533.00,Public,Commercial
1988,"SCALLOP, WEATHERVANE",341070.00,155.00,1201201.00,2669336.00,Public,Commercial
1988,"SHARK, DOGFISH, SPINY",41870.00,19.00,3626.00,8058.00,Public,Commercial
1988,"SHRIMPS, PENAEID **",2740918.00,1243.00,2600700.00,5779333.00,Public,Commercial
1988,"SOLE, DOVER",2047483.00,929.00,302723.00,672718.00,Public,Commercial
1988,"SOLE, ENGLISH",27444.00,12.00,4737.00,10527.00,Public,Commercial
1988,"SOLE, REX",1479014.00,671.00,232618.00,516929.00,Public,Commercial
1988,"SOLE, ROCK",50699505.00,22997.00,6464699.00,14365998.00,Public,Commercial
1988,"SOLE, YELLOWFIN",16293284.00,7391.00,2927444.00,6505431.00,Public,Commercial
1988,"SQUIDS, LOLIGINIDAE **",449735.00,204.00,113561.00,252358.00,Public,Commercial
1988,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",244918.00,111.00,200457.00,445460.00,Public,Commercial
1988,"VERTEBRATES, JAWED",1817201.00,824.00,316716.00,703813.00,Public,Commercial
1989,ABALONES **,61804.00,28.00,331018.00,707303.00,Public,Commercial
1989,"CLAM, PACIFIC GEODUCK",204441.00,93.00,103562.00,221286.00,Public,Commercial
1989,"COD, PACIFIC",364722691.00,165437.00,55273590.00,118105962.00,Public,Commercial
1989,"CRAB, DUNGENESS",7667593.00,3478.00,8456126.00,18068645.00,Public,Commercial
1989,"CRAB, KING **",24464842.00,11097.00,97806829.00,208988951.00,Public,Commercial
1989,"CRAB, SNOW",147645204.00,66971.00,117968365.00,252069156.00,Public,Commercial
1989,"CRAB, SOUTHERN TANNER",15623511.00,7087.00,45281173.00,96754643.00,Public,Commercial
1989,CRUSTACEANS **,1581696.00,717.00,698431.00,1492374.00,Public,Commercial
1989,FLATFISHES **,8155031.00,3699.00,878191.00,1876476.00,Public,Commercial
1989,"FLOUNDER, ARROWTOOTH",1928069.00,875.00,109452.00,233872.00,Public,Commercial
1989,"FLOUNDER, STARRY",259065.00,118.00,58876.00,125803.00,Public,Commercial
1989,"FLOUNDERS, RIGHTEYE **",1550663.00,703.00,76340.00,163120.00,Public,Commercial
1989,"HALIBUT, GREENLAND",19379023.00,8790.00,2037608.00,4353863.00,Public,Commercial
1989,"HALIBUT, PACIFIC",74290823.00,33698.00,83842963.00,179151630.00,Public,Commercial
1989,"HERRING, PACIFIC",96895034.00,43951.00,19217960.00,41064017.00,Public,Commercial
1989,LINGCOD,1281029.00,581.00,469127.00,1002408.00,Public,Commercial
1989,"MACKEREL, ATKA",40660552.00,18444.00,1709544.00,3652872.00,Public,Commercial
1989,"MUSSEL, SEA",167524.00,76.00,251057.00,536447.00,Public,Commercial
1989,"POLLOCK, WALLEYE ",2337805358.00,1060422.00,187579301.00,400810472.00,Public,Commercial
1989,"ROCKFISH, BLACK",74845.00,34.00,16946.00,36209.00,Public,Commercial
1989,"ROCKFISH, BOCACCIO",1261.00,1.00,321.00,686.00,Public,Commercial
1989,"ROCKFISH, CANARY",4535.00,2.00,1476.00,3154.00,Public,Commercial
1989,"ROCKFISH, DARKBLOTCHED",1362.00,1.00,216.00,462.00,Public,Commercial
1989,"ROCKFISH, PACIFIC OCEAN PERCH",704306.00,319.00,158473.00,338618.00,Public,Commercial
